Price,Close
Ticker,MSFT
Date,
2007-01-03,29.860000610351562
2007-01-04,29.809999465942383
2007-01-05,29.639999389648438
2007-01-08,29.93000030517578
2007-01-09,29.959999084472656
2007-01-10,29.65999984741211
2007-01-11,30.700000762939453
2007-01-12,31.209999084472656
2007-01-16,31.15999984741211
2007-01-17,31.100000381469727
2007-01-18,31.0
2007-01-19,31.110000610351562
2007-01-22,30.719999313354492
2007-01-23,30.739999771118164
2007-01-24,31.09000015258789
2007-01-25,30.450000762939453
2007-01-26,30.600000381469727
2007-01-29,30.530000686645508
2007-01-30,30.479999542236328
2007-01-31,30.860000610351562
2007-02-01,30.559999465942383
2007-02-02,30.190000534057617
2007-02-05,29.610000610351562
2007-02-06,29.510000228881836
2007-02-07,29.3700008392334
2007-02-08,29.260000228881836
2007-02-09,28.979999542236328
2007-02-12,28.940000534057617
2007-02-13,29.010000228881836
2007-02-14,29.399999618530273
2007-02-15,29.459999084472656
2007-02-16,28.739999771118164
2007-02-20,28.829999923706055
2007-02-21,29.350000381469727
2007-02-22,29.389999389648438
2007-02-23,28.899999618530273
2007-02-26,29.06999969482422
2007-02-27,27.8700008392334
2007-02-28,28.170000076293945
2007-03-01,28.09000015258789
2007-03-02,27.760000228881836
2007-03-05,27.549999237060547
2007-03-06,27.829999923706055
2007-03-07,27.610000610351562
2007-03-08,27.31999969482422
2007-03-09,27.290000915527344
2007-03-12,27.440000534057617
2007-03-13,26.719999313354492
2007-03-14,27.399999618530273
2007-03-15,27.280000686645508
2007-03-16,27.329999923706055
2007-03-19,27.829999923706055
2007-03-20,27.84000015258789
2007-03-21,28.520000457763672
2007-03-22,28.270000457763672
2007-03-23,28.020000457763672
2007-03-26,28.219999313354492
2007-03-27,27.719999313354492
2007-03-28,27.639999389648438
2007-03-29,27.75
2007-03-30,27.8700008392334
2007-04-02,27.739999771118164
2007-04-03,27.8700008392334
2007-04-04,28.5
2007-04-05,28.549999237060547
2007-04-09,28.56999969482422
2007-04-10,28.399999618530273
2007-04-11,28.110000610351562
2007-04-12,28.540000915527344
2007-04-13,28.610000610351562
2007-04-16,28.729999542236328
2007-04-17,28.850000381469727
2007-04-18,28.600000381469727
2007-04-19,28.690000534057617
2007-04-20,29.020000457763672
2007-04-23,28.780000686645508
2007-04-24,28.790000915527344
2007-04-25,28.989999771118164
2007-04-26,29.100000381469727
2007-04-27,30.1200008392334
2007-04-30,29.940000534057617
2007-05-01,30.399999618530273
2007-05-02,30.610000610351562
2007-05-03,30.969999313354492
2007-05-04,30.559999465942383
2007-05-07,30.709999084472656
2007-05-08,30.75
2007-05-09,30.780000686645508
2007-05-10,30.579999923706055
2007-05-11,30.889999389648438
2007-05-14,30.969999313354492
2007-05-15,30.899999618530273
2007-05-16,31.06999969482422
2007-05-17,30.979999542236328
2007-05-18,30.829999923706055
2007-05-21,31.049999237060547
2007-05-22,30.690000534057617
2007-05-23,30.579999923706055
2007-05-24,30.170000076293945
2007-05-25,30.479999542236328
2007-05-29,30.790000915527344
2007-05-30,31.110000610351562
2007-05-31,30.690000534057617
2007-06-01,30.59000015258789
2007-06-04,30.719999313354492
2007-06-05,30.579999923706055
2007-06-06,30.290000915527344
2007-06-07,29.6200008392334
2007-06-08,30.049999237060547
2007-06-11,30.020000457763672
2007-06-12,29.850000381469727
2007-06-13,30.389999389648438
2007-06-14,30.520000457763672
2007-06-15,30.489999771118164
2007-06-18,30.510000228881836
2007-06-19,30.459999084472656
2007-06-20,30.010000228881836
2007-06-21,30.219999313354492
2007-06-22,29.489999771118164
2007-06-25,29.489999771118164
2007-06-26,29.520000457763672
2007-06-27,29.8700008392334
2007-06-28,29.829999923706055
2007-06-29,29.469999313354492
2007-07-02,29.739999771118164
2007-07-03,30.020000457763672
2007-07-05,29.989999771118164
2007-07-06,29.969999313354492
2007-07-09,29.8700008392334
2007-07-10,29.329999923706055
2007-07-11,29.489999771118164
2007-07-12,30.06999969482422
2007-07-13,29.81999969482422
2007-07-16,30.030000686645508
2007-07-17,30.780000686645508
2007-07-18,30.920000076293945
2007-07-19,31.510000228881836
2007-07-20,31.15999984741211
2007-07-23,31.190000534057617
2007-07-24,30.799999237060547
2007-07-25,30.709999084472656
2007-07-26,29.979999542236328
2007-07-27,29.389999389648438
2007-07-30,29.399999618530273
2007-07-31,28.989999771118164
2007-08-01,29.299999237060547
2007-08-02,29.520000457763672
2007-08-03,28.959999084472656
2007-08-06,29.540000915527344
2007-08-07,29.549999237060547
2007-08-08,30.0
2007-08-09,29.299999237060547
2007-08-10,28.709999084472656
2007-08-13,28.6299991607666
2007-08-14,28.270000457763672
2007-08-15,28.100000381469727
2007-08-16,27.809999465942383
2007-08-17,28.25
2007-08-20,28.260000228881836
2007-08-21,28.06999969482422
2007-08-22,28.219999313354492
2007-08-23,28.299999237060547
2007-08-24,28.809999465942383
2007-08-27,28.489999771118164
2007-08-28,27.93000030517578
2007-08-29,28.59000015258789
2007-08-30,28.450000762939453
2007-08-31,28.729999542236328
2007-09-04,28.809999465942383
2007-09-05,28.479999542236328
2007-09-06,28.90999984741211
2007-09-07,28.440000534057617
2007-09-10,28.479999542236328
2007-09-11,28.93000030517578
2007-09-12,28.93000030517578
2007-09-13,29.15999984741211
2007-09-14,29.040000915527344
2007-09-17,28.729999542236328
2007-09-18,28.93000030517578
2007-09-19,28.670000076293945
2007-09-20,28.420000076293945
2007-09-21,28.649999618530273
2007-09-24,29.079999923706055
2007-09-25,29.559999465942383
2007-09-26,29.5
2007-09-27,29.489999771118164
2007-09-28,29.459999084472656
2007-10-01,29.770000457763672
2007-10-02,29.700000762939453
2007-10-03,29.450000762939453
2007-10-04,29.709999084472656
2007-10-05,29.84000015258789
2007-10-08,29.84000015258789
2007-10-09,30.100000381469727
2007-10-10,30.229999542236328
2007-10-11,29.90999984741211
2007-10-12,30.170000076293945
2007-10-15,30.040000915527344
2007-10-16,30.31999969482422
2007-10-17,31.079999923706055
2007-10-18,31.15999984741211
2007-10-19,30.170000076293945
2007-10-22,30.510000228881836
2007-10-23,30.899999618530273
2007-10-24,31.25
2007-10-25,31.989999771118164
2007-10-26,35.029998779296875
2007-10-29,34.56999969482422
2007-10-30,35.56999969482422
2007-10-31,36.810001373291016
2007-11-01,37.060001373291016
2007-11-02,37.060001373291016
2007-11-05,36.72999954223633
2007-11-06,36.40999984741211
2007-11-07,35.52000045776367
2007-11-08,34.7400016784668
2007-11-09,33.72999954223633
2007-11-12,33.380001068115234
2007-11-13,34.459999084472656
2007-11-14,33.93000030517578
2007-11-15,33.7599983215332
2007-11-16,34.09000015258789
2007-11-19,33.959999084472656
2007-11-20,34.58000183105469
2007-11-21,34.22999954223633
2007-11-23,34.11000061035156
2007-11-26,32.970001220703125
2007-11-27,33.060001373291016
2007-11-28,33.70000076293945
2007-11-29,33.59000015258789
2007-11-30,33.599998474121094
2007-12-03,32.91999816894531
2007-12-04,32.77000045776367
2007-12-05,34.150001525878906
2007-12-06,34.54999923706055
2007-12-07,34.529998779296875
2007-12-10,34.7599983215332
2007-12-11,34.099998474121094
2007-12-12,34.470001220703125
2007-12-13,35.220001220703125
2007-12-14,35.310001373291016
2007-12-17,34.38999938964844
2007-12-18,34.7400016784668
2007-12-19,34.790000915527344
2007-12-20,35.52000045776367
2007-12-21,36.060001373291016
2007-12-24,36.58000183105469
2007-12-26,36.61000061035156
2007-12-27,35.970001220703125
2007-12-28,36.119998931884766
2007-12-31,35.599998474121094
2008-01-02,35.220001220703125
2008-01-03,35.369998931884766
2008-01-04,34.380001068115234
2008-01-07,34.61000061035156
2008-01-08,33.45000076293945
2008-01-09,34.439998626708984
2008-01-10,34.33000183105469
2008-01-11,33.90999984741211
2008-01-14,34.38999938964844
2008-01-15,34.0
2008-01-16,33.22999954223633
2008-01-17,33.11000061035156
2008-01-18,33.0099983215332
2008-01-22,31.959999084472656
2008-01-23,31.93000030517578
2008-01-24,33.25
2008-01-25,32.939998626708984
2008-01-28,32.720001220703125
2008-01-29,32.599998474121094
2008-01-30,32.20000076293945
2008-01-31,32.599998474121094
2008-02-01,30.450000762939453
2008-02-04,30.190000534057617
2008-02-05,29.06999969482422
2008-02-06,28.520000457763672
2008-02-07,28.1200008392334
2008-02-08,28.559999465942383
2008-02-11,28.209999084472656
2008-02-12,28.34000015258789
2008-02-13,28.959999084472656
2008-02-14,28.5
2008-02-15,28.420000076293945
2008-02-19,28.170000076293945
2008-02-20,28.219999313354492
2008-02-21,28.100000381469727
2008-02-22,27.68000030517578
2008-02-25,27.84000015258789
2008-02-26,28.3799991607666
2008-02-27,28.260000228881836
2008-02-28,27.93000030517578
2008-02-29,27.200000762939453
2008-03-03,26.989999771118164
2008-03-04,27.59000015258789
2008-03-05,28.1200008392334
2008-03-06,27.56999969482422
2008-03-07,27.8700008392334
2008-03-10,28.049999237060547
2008-03-11,29.280000686645508
2008-03-12,28.6299991607666
2008-03-13,28.6200008392334
2008-03-14,27.959999084472656
2008-03-17,28.299999237060547
2008-03-18,29.420000076293945
2008-03-19,28.6200008392334
2008-03-20,29.18000030517578
2008-03-24,29.170000076293945
2008-03-25,29.139999389648438
2008-03-26,28.559999465942383
2008-03-27,28.049999237060547
2008-03-28,27.90999984741211
2008-03-31,28.3799991607666
2008-04-01,29.5
2008-04-02,29.15999984741211
2008-04-03,29.0
2008-04-04,29.15999984741211
2008-04-07,29.15999984741211
2008-04-08,28.75
2008-04-09,28.889999389648438
2008-04-10,29.110000610351562
2008-04-11,28.280000686645508
2008-04-14,28.059999465942383
2008-04-15,28.25
2008-04-16,28.950000762939453
2008-04-17,29.219999313354492
2008-04-18,30.0
2008-04-21,30.420000076293945
2008-04-22,30.25
2008-04-23,31.450000762939453
2008-04-24,31.799999237060547
2008-04-25,29.829999923706055
2008-04-28,28.989999771118164
2008-04-29,28.639999389648438
2008-04-30,28.520000457763672
2008-05-01,29.399999618530273
2008-05-02,29.239999771118164
2008-05-05,29.079999923706055
2008-05-06,29.700000762939453
2008-05-07,29.209999084472656
2008-05-08,29.270000457763672
2008-05-09,29.389999389648438
2008-05-12,29.989999771118164
2008-05-13,29.780000686645508
2008-05-14,29.93000030517578
2008-05-15,30.450000762939453
2008-05-16,29.989999771118164
2008-05-19,29.459999084472656
2008-05-20,28.760000228881836
2008-05-21,28.25
2008-05-22,28.469999313354492
2008-05-23,28.049999237060547
2008-05-27,28.440000534057617
2008-05-28,28.18000030517578
2008-05-29,28.309999465942383
2008-05-30,28.31999969482422
2008-06-02,27.799999237060547
2008-06-03,27.309999465942383
2008-06-04,27.540000915527344
2008-06-05,28.299999237060547
2008-06-06,27.489999771118164
2008-06-09,27.709999084472656
2008-06-10,27.889999389648438
2008-06-11,27.1200008392334
2008-06-12,28.239999771118164
2008-06-13,29.06999969482422
2008-06-16,28.93000030517578
2008-06-17,28.799999237060547
2008-06-18,28.459999084472656
2008-06-19,28.93000030517578
2008-06-20,28.229999542236328
2008-06-23,27.969999313354492
2008-06-24,27.729999542236328
2008-06-25,28.350000381469727
2008-06-26,27.75
2008-06-27,27.6299991607666
2008-06-30,27.510000228881836
2008-07-01,26.8700008392334
2008-07-02,25.8799991607666
2008-07-03,25.979999542236328
2008-07-07,26.030000686645508
2008-07-08,25.850000381469727
2008-07-09,25.229999542236328
2008-07-10,25.450000762939453
2008-07-11,25.25
2008-07-14,25.149999618530273
2008-07-15,26.149999618530273
2008-07-16,27.260000228881836
2008-07-17,27.520000457763672
2008-07-18,25.860000610351562
2008-07-21,25.639999389648438
2008-07-22,25.799999237060547
2008-07-23,26.43000030517578
2008-07-24,25.440000534057617
2008-07-25,26.15999984741211
2008-07-28,25.5
2008-07-29,26.110000610351562
2008-07-30,26.229999542236328
2008-07-31,25.719999313354492
2008-08-01,25.440000534057617
2008-08-04,25.280000686645508
2008-08-05,26.209999084472656
2008-08-06,27.020000457763672
2008-08-07,27.389999389648438
2008-08-08,28.1299991607666
2008-08-11,27.899999618530273
2008-08-12,28.1200008392334
2008-08-13,27.90999984741211
2008-08-14,27.90999984741211
2008-08-15,27.809999465942383
2008-08-18,27.690000534057617
2008-08-19,27.31999969482422
2008-08-20,27.290000915527344
2008-08-21,27.18000030517578
2008-08-22,27.84000015258789
2008-08-25,27.65999984741211
2008-08-26,27.270000457763672
2008-08-27,27.559999465942383
2008-08-28,27.940000534057617
2008-08-29,27.290000915527344
2008-09-02,27.100000381469727
